1E BCH1A 1E Station
1E BCH2A 1E Station
1E BCH2B 1E Station
1E MONT4 1E Station
1E MONT5 1E Station
1E MONT7 1E Station
1E MONT8 1E Station
1T MTSB  MTSB
UO EOLA  UO Station
UO ETON  UO Station
UO FALZ  UO Station
UO FHAC  UO Station
UO GROV  UO Station
UO HAGG  UO Station
UO HAPY  UO Station
UO HBUG  UO Station
UO IRYS  UO Station
UO JAZZ  UO Station
UO JEFF  UO Station
UO JESE  UO Station
UO KBO   UO Station
UO KEB   UO Station
UO KNAP  UO Station
UO KUHN  UO Station
UO KVCS  UO Station
UO LADD  UO Station
UO LAIR  UO Station
UO LAKE  UO Station
UO LEAB  UO Station
UO LEWL  UO Station
UO LINC  UO Station
UO LOCK  UO Station
UO LOKI  UO Station
UO LOST  UO Station
UO LOWP  UO Station
UO MAPT  UO Station
UO MINN  UO Station
UO MONKS UO Station
UO MPLT  UO Station
UO NATH  UO Station
UO NBFR  UO Station
UO NOMA  UO Station
UO OTLW  UO Station
UO OTTR  UO Station
UO PERY  UO Station
UO PETE  UO Station
UO PF09  UO Station
UO PF10  UO Station
UO PF16  UO Station
UO PF22  UO Station
UO PF25  UO Station
UO PF27  UO Station
UO PF29  UO Station
UO PF31  UO Station
UO PINE  UO Station
UO PRARI UO Station
UO RAID  UO Station
UO RAIN  UO Station
UO RDEO  UO Station
UO ROXY  UO Station
UO RSBO  UO Station
UO RUCH  UO Station
UO SALT  UO Station
UO SAUVY UO Station
UO SISQ  UO Station
UO SLTZ  UO Station
UO TOOM  UO Station
UO TRIG  UO Station
UO TRIPT UO Station
UO UCHR  UO Station
UO VERN  UO Station
UO VINO  UO Station
UO VITI  UO Station
UO WALD  UO Station
UO WIKI  UO Station
UO WILL  UO Station
UO WLOO  UO Station
UO WOOD  UO Station
UO WYLD  UO Station
UO YANK  UO Station
UP AAL   AAL; Jomala, &Aring;land
UP BREU  BRE; Bredtraesk, Bjurholm
UP DEL   DEL; Delary
UP LANU  LAN; Lannavaara
UP SJUU  SJU; Sjulsmark, Lule&aring;
UP STRU  STR; Stroemstad
UP UPP   UP1; Uppsala
UP VIKU  VIK; Hinnerstorp, Vikbolandet
US AAM   US Station
US ACSO  US Station
US AGMN  US Station
US AMTX  US Station
US BINY  US Station
US BLA   US Station
US BMO   US Station
US BOZ   US Station
US BRAL  US Station
US BW06  US Station
US CBKS  US Station
US CBN   US Station
US DGMT  US Station
US DUG   US Station
US ECSD  US Station
US EGMT  US Station
US ELK   US Station
US ERPA  US Station
US EYMN  US Station
US GLMI  US Station
US GOGA  US Station
US HAWA  US Station
US HDIL  US Station
US HLID  US Station
US HWUT  US Station
US ISCO  US Station
US JCT   US Station
US JFWS  US Station
US KSU1  US Station
US KVTX  US Station
US LAO   US Station
US LBNH  US Station
US LONY  US Station
US LRAL  US Station
US MCWV  US Station
US MIAR  US Station
US MNTX  US Station
US MSO   US Station
US MVCO  US Station
US NATX  US Station
US NEW   US Station
US NHSC  US Station
US OGNE  US Station
US OXF   US Station
US PKME  US Station
US RLMT  US Station
US SCIA  US Station
US SDCO  US Station
US TPNV  US Station
US TZTN  US Station
US WMOK  US Station
US WRAK  US Station
US WUAZ  US Station
US WVOR  US Station
UU ALP   UU Station
UU ALT   UU Station
UU AMF   UU Station
UU ARGU  UU Station
UU ARUT  UU Station
UU AVE   UU Station
UU BCS   UU Station
UU BCU   UU Station
UU BCW   UU Station
UU BEI   UU Station
UU BES   UU Station
UU BGU   UU Station
UU BGU1  UU Station
UU BGU2  UU Station
UU BGU3  UU Station
UU BGU4  UU Station
UU BHU   UU Station
UU BHUT  UU Station
UU BMUT  UU Station
UU BRP1  UU Station
UU BRP2  UU Station
UU BRP3  UU Station
UU BRP4  UU Station
UU BRPU  UU Station
UU BRWY  UU Station
UU BSS   UU Station
UU BSUT  UU Station
UU BTU   UU Station
UU BYP   UU Station
UU CAPU  UU Station
UU CCPU  UU Station
UU CCUT  UU Station
UU CFS   UU Station
UU COY   UU Station
UU CRLU  UU Station
UU CTU   UU Station
UU CVH   UU Station
UU CVRU  UU Station
UU CWU   UU Station
UU DAU   UU Station
UU DBD   UU Station
UU DCM   UU Station
UU DCU   UU Station
UU DOT   UU Station
UU DWU   UU Station
UU ECUT  UU Station
UU EKU   UU Station
UU ELE   UU Station
UU ELU   UU Station
UU EMF   UU Station
UU EMU   UU Station
UU EOCU  UU Station
UU EPU   UU Station
UU ETW   UU Station
UU FLU   UU Station
UU FMC   UU Station
UU FOR1  UU Station
UU FOR2  UU Station
UU FOR5  UU Station
UU FOR6  UU Station
UU FOR7  UU Station
UU FOR8  UU Station
UU FORB  UU Station
UU FORU  UU Station
UU FORW  UU Station
UU FPU   UU Station
UU FSB1  UU Station
UU FSB2  UU Station
UU FSB3  UU Station
UU FSU   UU Station
UU FTT   UU Station
UU GAWY  UU Station
UU GMO   UU Station
UU GMU   UU Station
UU HAFB  UU Station
UU HDU   UU Station
UU HEB   UU Station
UU HER   UU Station
UU HES   UU Station
UU HHS   UU Station
UU HLJ   UU Station
UU HMU   UU Station
UU HRU   UU Station
UU HTU   UU Station
UU HVU   UU Station
UU IAE   UU Station
UU ICF   UU Station
UU ICU   UU Station
UU IMU   UU Station
UU JRP   UU Station
UU JVW2  UU Station
UU KLJ   UU Station
UU KNB   UU Station
UU LCMT  UU Station
UU LCU   UU Station
UU LDJ   UU Station
UU LEVU  UU Station
UU LGC   UU Station
UU LHUT  UU Station
UU LIUT  UU Station
UU LKC   UU Station
UU LMUT  UU Station
UU LRG   UU Station
UU LSU   UU Station
UU LTU   UU Station
UU MAB   UU Station
UU MCU   UU Station
UU MGCU  UU Station
UU MHD   UU Station
UU MHS2  UU Station
UU MID   UU Station
UU MLI   UU Station
UU MMU   UU Station
UU MOUT  UU Station
UU MPU   UU Station
UU MSU   UU Station
UU MTUT  UU Station
UU NAI   UU Station
UU NAIU  UU Station
UU NLU   UU Station
UU NMU   UU Station
UU NOQ   UU Station
UU NOQ3  UU Station
UU NOQ4  UU Station
UU NOQ5  UU Station
UU NOQ6  UU Station
UU NPI   UU Station
UU OCP   UU Station
UU OPS   UU Station
UU OWUT  UU Station
UU PCL   UU Station
UU PCR   UU Station
UU PEUT  UU Station
UU PGC   UU Station
UU PNSU  UU Station
UU PSU1  UU Station
UU PSU2  UU Station
UU PSU3  UU Station
UU PSU4  UU Station
UU PSUT  UU Station
UU PTU   UU Station
UU RBU   UU Station
UU RCJ   UU Station
UU RDMU  UU Station
UU REUT  UU Station
UU ROA   UU Station
UU RPF   UU Station
UU RRCU  UU Station
UU RSUT  UU Station
UU SAIU  UU Station
UU SCC   UU Station
UU SCS   UU Station
UU SCUT  UU Station
UU SCY   UU Station
UU SGSU  UU Station
UU SGU   UU Station
UU SJF   UU Station
UU SNO   UU Station
UU SNUT  UU Station
UU SPR2  UU Station
UU SPS   UU Station
UU SPU   UU Station
UU SRU   UU Station
UU SSC   UU Station
UU SUU   UU Station
UU SVWY  UU Station
UU SWUT  UU Station
UU SZCU  UU Station
UU TCMU  UU Station
UU TCRU  UU Station
UU TCU   UU Station
UU TCUT  UU Station
UU TPU   UU Station
UU TRS   UU Station
UU UHP   UU Station
UU UTH   UU Station
UU UUE   UU Station
UU VNL   UU Station
UU VRUT  UU Station
UU WBC   UU Station
UU WCF   UU Station
UU WCO   UU Station
UU WCU   UU Station
UU WDO   UU Station
UU WES   UU Station
UU WHS   UU Station
UU WMUT  UU Station
UU WTU   UU Station
UU WVUT  UU Station
UU ZNPU  UU Station
UW ALKI  UW Station
UW ALLI  UW Station
UW ALST  UW Station
UW ALVY  UW Station
UW ANGUS UW Station
UW ARTIC UW Station
UW ASR   UW Station
UW AUG   UW Station
UW BABR  UW Station
UW BAND  UW Station
UW BAYC  UW Station
UW BBO   UW Station
UW BDGR  UW Station
UW BEAV  UW Station
UW BECK  UW Station
UW BELF  UW Station
UW BEN   UW Station
UW BEND  UW Station
UW BERY  UW Station
UW BHAM  UW Station
UW BHW   UW Station
UW BICK  UW Station
UW BILS  UW Station
UW BLDG  UW Station
UW BLN   UW Station
UW BLOW  UW Station
UW BLT   UW Station
UW BNG   UW Station
UW BOGA  UW Station
UW BOIS  UW Station
UW BOOK  UW Station
UW BRAN  UW Station
UW BRAV  UW Station
UW BRGL  UW Station
UW BRKS  UW Station
UW BRO   UW Station
UW BROK  UW Station
UW BRPT  UW Station
UW BRUIN UW Station
UW BRV   UW Station
UW BTHL  UW Station
UW BVW   UW Station
UW CABL  UW Station
UW CBS   UW Station
UW CCRK  UW Station
UW CDF   UW Station
UW CDMR  UW Station
UW CHIMA UW Station
UW CHZZ  UW Station
UW CINE  UW Station
UW CNNB  UW Station
UW COLT  UW Station
UW CONW  UW Station
UW COOM  UW Station
UW COOS  UW Station
UW CORE  UW Station
UW COWS  UW Station
UW CPARK UW Station
UW CPW   UW Station
UW CRF   UW Station
UW CTR   UW Station
UW CUBS  UW Station
UW CUGR  UW Station
UW CVSD  UW Station
UW CWFG  UW Station
UW DAVN  UW Station
UW DAYT  UW Station
UW DDRF  UW Station
UW DEAL  UW Station
UW DLTA  UW Station
UW DMNG  UW Station
UW DONK  UW Station
UW DOORS UW Station
UW DOSE  UW Station
UW DOTY  UW Station
UW DREG  UW Station
UW DY2   UW Station
UW EAGLE UW Station
UW EARN  UW Station
UW EDM   UW Station
UW EDSN  UW Station
UW EGRN  UW Station
UW ELGR  UW Station
UW ELK   UW Station
UW ELL   UW Station
UW ELW   UW Station
UW EPH2  UW Station
UW ERIE  UW Station
UW ERW   UW Station
UW ET4   UW Station
UW ETW   UW Station
UW EVCC  UW Station
UW EVGW  UW Station
UW EYES  UW Station
UW FHE   UW Station
UW FINN  UW Station
UW FISH2 UW Station
UW FL2   UW Station
UW FLRE  UW Station
UW FMW   UW Station
UW FORK  UW Station
UW GBB   UW Station
UW GHW   UW Station
UW GMW   UW Station
UW GNW   UW Station
UW GPW   UW Station
UW GRE   UW Station
UW GRIF  UW Station
UW GRIZZ UW Station
UW GRNT  UW Station
UW GRUT  UW Station
UW GSM   UW Station
UW GTWN  UW Station
UW GUEM  UW Station
UW H1K   UW Station
UW H2E   UW Station
UW H2O   UW Station
UW H2W   UW Station
UW H3A   UW Station
UW H4A   UW Station
UW HANS  UW Station
UW HART  UW Station
UW HAWK  UW Station
UW HBO   UW Station
UW HDW   UW Station
UW HFMN  UW Station
UW HGBL  UW Station
UW HICC  UW Station
UW HILL  UW Station
UW HOG   UW Station
UW HOHM  UW Station
UW HOLY  UW Station
UW HOMA  UW Station
UW HOOD  UW Station
UW HOPR  UW Station
UW HOQUI UW Station
UW HSO   UW Station
UW HSR   UW Station
UW HTW   UW Station
UW HUBA  UW Station
UW HURR  UW Station
UW HWIW  UW Station
UW IRON  UW Station
UW IZEE  UW Station
UW JCW   UW Station
UW JEDS  UW Station
UW JORV  UW Station
UW KCAM  UW Station
UW KDK   UW Station
UW KEEL  UW Station
UW KELS  UW Station
UW KENT  UW Station
UW KEYS  UW Station
UW KFAL  UW Station
UW KIMR  UW Station
UW KINR  UW Station
UW KITP  UW Station
UW KMO   UW Station
UW KNEL  UW Station
UW KREP  UW Station
UW LACKA UW Station
UW LANE  UW Station
UW LARL  UW Station
UW LAWT  UW Station
UW LAYC  UW Station
UW LBRT  UW Station
UW LCCR  UW Station
UW LCMC  UW Station
UW LCV   UW Station
UW LCW2  UW Station
UW LEBA  UW Station
UW LEID  UW Station
UW LEOT  UW Station
UW LEVE  UW Station
UW LIGO  UW Station
UW LKVW  UW Station
UW LNO   UW Station
UW LO2   UW Station
UW LOC   UW Station
UW LOKMT UW Station
UW LON   UW Station
UW LOPEZ UW Station
UW LRIV  UW Station
UW LTY   UW Station
UW LUMI  UW Station
UW LWCK  UW Station
UW LYND  UW Station
UW MAC   UW Station
UW MACH  UW Station
UW MANO  UW Station
UW MARY  UW Station
UW MAUP  UW Station
UW MBKE  UW Station
UW MBPA  UW Station
UW MBW   UW Station
UW MCLN  UW Station
UW MCW   UW Station
UW MDW   UW Station
UW MEGW  UW Station
UW MJ2   UW Station
UW MKAH  UW Station
UW MNRO  UW Station
UW MNSN  UW Station
UW MONO  UW Station
UW MONTE UW Station
UW MOODY UW Station
UW MOON  UW Station
UW MORO  UW Station
UW MOX   UW Station
UW MPL   UW Station
UW MPO   UW Station
UW MRIN  UW Station
UW MRN   UW Station
UW MS99  UW Station
UW MTM   UW Station
UW MULN  UW Station
UW NAC   UW Station
UW NAHC  UW Station
UW NATEM UW Station
UW NBND  UW Station
UW NCO   UW Station
UW NEERS UW Station
UW NEL   UW Station
UW NEMA  UW Station
UW NEWO  UW Station
UW NFES  UW Station
UW NIHS  UW Station
UW NIKE  UW Station
UW NINO  UW Station
UW NMDY  UW Station
UW NMRF  UW Station
UW NN19  UW Station
UW NN21  UW Station
UW NOB   UW Station
UW NOWS  UW Station
UW NTAT  UW Station
UW NWPT  UW Station
UW OAKH  UW Station
UW OCEN  UW Station
UW OCP   UW Station
UW OD2   UW Station
UW OHC   UW Station
UW OLGA  UW Station
UW OLQN  UW Station
UW OMAK  UW Station
UW ONAB  UW Station
UW OOW2  UW Station
UW ORCA  UW Station
UW OSD   UW Station
UW OSQM  UW Station
UW OT3   UW Station
UW OTR   UW Station
UW PABH  UW Station
UW PALIS UW Station
UW PAN4H UW Station
UW PAT2  UW Station
UW PAYL  UW Station
UW PCEP  UW Station
UW PCFR  UW Station
UW PELL  UW Station
UW PERL  UW Station
UW PHIN  UW Station
UW PIE   UW Station
UW PIER  UW Station
UW PLBD  UW Station
UW PRIN  UW Station
UW PRO   UW Station
UW PUBD  UW Station
UW PUPY  UW Station
UW PURDY UW Station
UW RADR  UW Station
UW RATT  UW Station
UW RAW   UW Station
UW RBOK  UW Station
UW RCM   UW Station
UW RCS   UW Station
UW RED2  UW Station
UW REED  UW Station
UW RER   UW Station
UW RNAV  UW Station
UW RNO2  UW Station
UW RNWY  UW Station
UW ROBC  UW Station
UW RPW   UW Station
UW RPW2  UW Station
UW RRHS  UW Station
UW RSLG  UW Station
UW RSW   UW Station
UW RVC   UW Station
UW RVRV  UW Station
UW RVSD  UW Station
UW SACA  UW Station
UW SAIL  UW Station
UW SALO  UW Station
UW SAW   UW Station
UW SAXON UW Station
UW SCC2  UW Station
UW SDRO  UW Station
UW SEA   UW Station
UW SEAS  UW Station
UW SEAS2 UW Station
UW SHUK  UW Station
UW SHW   UW Station
UW SILV  UW Station
UW SJIF  UW Station
UW SKAMO UW Station
UW SKGF  UW Station
UW SKIT  UW Station
UW SKYK  UW Station
UW SLA   UW Station
UW SLDQ  UW Station
UW SLF   UW Station
UW SMOO  UW Station
UW SMSH  UW Station
UW SNI   UW Station
UW SNI2  UW Station
UW SOS   UW Station
UW SOUA  UW Station
UW SP2   UW Station
UW SPFR  UW Station
UW SPOW  UW Station
UW SSO2  UW Station
UW STAR  UW Station
UW STNW  UW Station
UW STOR  UW Station
UW STW   UW Station
UW SVOH  UW Station
UW SWID  UW Station
UW TAHO  UW Station
UW TAPPS UW Station
UW TBLMT UW Station
UW TBM   UW Station
UW TDH   UW Station
UW TDHS  UW Station
UW TDL   UW Station
UW TILL  UW Station
UW TIOG  UW Station
UW TKCO  UW Station
UW TKEY  UW Station
UW TOKE  UW Station
UW TOLE  UW Station
UW TOLO  UW Station
UW TORK  UW Station
UW TOUCH UW Station
UW TREE  UW Station
UW TRFA  UW Station
UW TRW   UW Station
UW TUCA  UW Station
UW TULA  UW Station
UW TUMW  UW Station
UW TWISP UW Station
UW TWW   UW Station
UW UGSD  UW Station
UW UMAT  UW Station
UW UMPQ  UW Station
UW UPL   UW Station
UW UWFH  UW Station
UW VBE   UW Station
UW VCR   UW Station
UW VFP   UW Station
UW VGB   UW Station
UW VLL   UW Station
UW VT2   UW Station
UW VVHS  UW Station
UW WA2   UW Station
UW WAHL  UW Station
UW WAT   UW Station
UW WAT2  UW Station
UW WEDR  UW Station
UW WEL2  UW Station
UW WENA  UW Station
UW WFHS  UW Station
UW WHGC  UW Station
UW WILA  UW Station
UW WINDI UW Station
UW WISC  UW Station
UW WISH  UW Station
UW WOLL  UW Station
UW WPEQ  UW Station
UW WPO   UW Station
UW WRD   UW Station
UW WRMB  UW Station
UW WRW   UW Station
UW WTRV  UW Station
UW WWHS  UW Station
UW WYNO  UW Station
UW YA2   UW Station
UW YACH  UW Station
UW YACT  UW Station
UW YELM  UW Station
UW YPT   UW Station
VD ARMEN VD Station
VD GRUME VD Station
VD SARCL VD Station
VD SARSB VD Station
VE BAUV  Baul - Cojedes
VE BIRV  Birongo - Miranda
VE CACV  VE Station
VE CAPV  VE Station
VE FUNV  VE Station
VE MCQV  VE Station
VE PCRV  VE Station
VE TACV  VE Station
VE TERV  VE Station
VE TURV  VE Station
VI ADA   ADA
VI ASB   ASB
VI FAG   FAG
VI GIL   GIL
VI ISKR  SKROKKALDA, ICELAND
VI SKR   SKR
WA ZON   WA Station
WI ABD   ABD
WI ABD   WI Station
WI ANBD  ANBD
WI BIM   BIM
WI BIM   WI Station
WI CBE   CBE
WI CBE   WI Station
WI DHS   DHS
WI DHS   WI Station
WI DSD   DSD
WI DSD   WI Station
WI DSLB  DSLB
WI GCMP  GCMP
WI ILAM  ILAM
WI ILAM  WI Station
WI MAGL  MAGL
WI MAGL  WI Station
WI MPOM  MPOM
WI SAM   SAM
WI SAM   WI Station
WI SBLM  SBLM
WI SBLM  WI Station
WI SLBI  SLBI
WI TDBA  TDBA
WI TDBA  WI Station
WM AVE   ROA/UCM/GEOFON Station Averroes, Morocco
WM CART  ROA/UCM/GEOFON Station Cartagena, Spain
WM CART  WM Station
WM MAHO  ROA/UCM/GEOFON Station Mahon, Menorca, Spain
WM SFS   ROA/UCM/GEOFON Station San Fernando, Spain
WM SFS   WM Station
WM TIO   ROA/UCM/GEOFON Station Tiouine, Morocco
WM UCM   WM Station
WO 4G520 Station
WO 4G52E Station
WO 4G52M Station
WO 4G52N Station
WO 4G52Z Station
WU ACTO  WU Station
WU BASO  WU Station
WU BMRO  WU Station
WU BRCO  WU Station
WU BUKO  WU Station
WU BWLO  WU Station
WU DELO  WU Station
WU DRCO  WU Station
WU DRWO  WU Station
WU ELFO  WU Station
WU KLBO  WU Station
WU MEDO  WU Station
WU PECO  WU Station
WU PEMO  WU Station
WU PKRO  WU Station
WU PLVO  WU Station
WU TOBO  WU Station
WU TORO  WU Station
WU TYNO  WU Station
WU WLVO  WU Station
WY MCID  WY Station
WY YDC   WY Station
WY YDD   WY Station
WY YEE   WY Station
WY YFT   WY Station
WY YGC   WY Station
WY YHB   WY Station
WY YHH   WY Station
WY YHL   WY Station
WY YJC   WY Station
WY YLA   WY Station
WY YLT   WY Station
WY YMC   WY Station
WY YML   WY Station
WY YMP   WY Station
WY YMR   WY Station
WY YMS   WY Station
WY YMV   WY Station
WY YNE   WY Station
WY YNM   WY Station
WY YPC   WY Station
WY YPK   WY Station
WY YPM   WY Station
WY YPP   WY Station
WY YSB   WY Station
WY YTP   WY Station
WY YUF   WY Station
WY YWB   WY Station
XL MG01  XL Station
XL MG03  XL Station
XL MG04  XL Station
XL MG05  XL Station
XL MG07  XL Station
XL MG09  XL Station
XL MG10  XL Station
XL MG11  XL Station
XU GRWE  XU Station
YH WSCT  YH Station
YN RA01  YN Station
YN RA02  YN Station
YN RA03  YN Station
YN RA05  YN Station
YN RA08  YN Station
YN RA10  YN Station
YN RA11  YN Station
YN RA12  YN Station
YN SGBF0 YN Station
YN SGBFA YN Station
YN SGBN2 YN Station
YN SGBS1 YN Station
YN SGBS3 YN Station
YU ALTN  ALTN
YU CFTB  CFTB
YU ENGR  ENGR
YU ESNK  ESNK
YU FSTK  FSTK
YU ILYS  ILYS
YU KRNA  KRNA
YU KRSK  KRSK
YU ORHG  ORHG
YU SFRN  SFRN
YU SNTZ  SNTZ
YU TRML  TRML
YU TSVK  TSVK
YU ZYBG  ZYBG
YW RDK10 YW Station
YW RDK12 YW Station
YX UNM2  YX Station
YX UNM3  YX Station
YX UNM5  YX Station
YZ CAMPI CAMPI
ZW IFS3  ZW Station
ZW ILCC  ZW Station
ZW IPD1  ZW Station
ZW IPD1V ZW Station
ZW ITSC  ZW Station
